2024-04-25 16:11:04,059 - Episode: 277/1000, Total Reward: -3.6000000000000005, Accuracy: 0.00
2024-04-25 16:11:09,956 - Episode: 278/1000, Total Reward: -2.3, Accuracy: 0.00
2024-04-25 16:11:15,486 - Episode: 279/1000, Total Reward: -1.8999999999999995, Accuracy: 0.00
2024-04-25 16:11:21,237 - Episode: 280/1000, Total Reward: -2.0999999999999996, Accuracy: 0.00
2024-04-25 16:11:27,031 - Episode: 281/1000, Total Reward: -1.6999999999999993, Accuracy: 0.00
2024-04-25 16:11:32,772 - Episode: 282/1000, Total Reward: -1.4999999999999991, Accuracy: 0.00
2024-04-25 16:11:38,676 - Episode: 283/1000, Total Reward: -2.3, Accuracy: 0.00
2024-04-25 16:11:44,314 - Episode: 284/1000, Total Reward: -3.6000000000000005, Accuracy: 0.00
2024-04-25 16:11:50,137 - Episode: 285/1000, Total Reward: -3.8000000000000007, Accuracy: 0.00
2024-04-25 16:11:55,884 - Episode: 286/1000, Total Reward: -3.0, Accuracy: 0.00
2024-04-25 16:12:01,505 - Episode: 287/1000, Total Reward: -3.8000000000000007, Accuracy: 0.00
2024-04-25 16:12:07,289 - Episode: 288/1000, Total Reward: -4.6000000000000005, Accuracy: 0.00
2024-04-25 16:12:13,214 - Episode: 289/1000, Total Reward: -3.6000000000000005, Accuracy: 0.00
2024-04-25 16:12:19,071 - Episode: 290/1000, Total Reward: -4.5, Accuracy: 0.00
2024-04-25 16:12:24,886 - Episode: 291/1000, Total Reward: -3.6000000000000005, Accuracy: 0.00
2024-04-25 16:12:30,638 - Episode: 292/1000, Total Reward: -4.5, Accuracy: 0.00
2024-04-25 16:12:36,393 - Episode: 293/1000, Total Reward: -4.7, Accuracy: 0.00
2024-04-25 16:12:42,160 - Episode: 294/1000, Total Reward: -3.0, Accuracy: 0.00
2024-04-25 16:12:48,056 - Episode: 295/1000, Total Reward: -3.0, Accuracy: 0.00
2024-04-25 16:12:53,735 - Episode: 296/1000, Total Reward: -2.3, Accuracy: 0.00
2024-04-25 16:12:59,337 - Episode: 297/1000, Total Reward: -3.2, Accuracy: 0.00
2024-04-25 16:13:05,226 - Episode: 298/1000, Total Reward: -3.6000000000000005, Accuracy: 0.00
2024-04-25 16:13:11,041 - Episode: 299/1000, Total Reward: -3.8000000000000007, Accuracy: 0.00
2024-04-25 16:13:16,890 - Episode: 300/1000, Total Reward: -3.8000000000000007, Accuracy: 0.00
2024-04-25 16:13:22,764 - Episode: 301/1000, Total Reward: -3.0, Accuracy: 0.00
2024-04-25 16:13:28,558 - Episode: 302/1000, Total Reward: -3.0, Accuracy: 0.00
2024-04-25 16:13:34,362 - Episode: 303/1000, Total Reward: -3.0, Accuracy: 0.00
2024-04-25 16:13:40,205 - Episode: 304/1000, Total Reward: -3.4000000000000004, Accuracy: 0.00
2024-04-25 16:13:46,277 - Episode: 305/1000, Total Reward: -3.4000000000000004, Accuracy: 0.00
2024-04-25 16:13:52,060 - Episode: 306/1000, Total Reward: -3.4000000000000004, Accuracy: 0.00
2024-04-25 16:13:58,008 - Episode: 307/1000, Total Reward: -1.8999999999999995, Accuracy: 0.00
2024-04-25 16:14:03,747 - Episode: 308/1000, Total Reward: -3.2, Accuracy: 0.00
2024-04-25 16:14:09,587 - Episode: 309/1000, Total Reward: -3.4000000000000004, Accuracy: 0.00
2024-04-25 16:14:15,581 - Episode: 310/1000, Total Reward: -2.3, Accuracy: 0.00
2024-04-25 16:14:21,325 - Episode: 311/1000, Total Reward: -3.0, Accuracy: 0.00
2024-04-25 16:14:27,094 - Episode: 312/1000, Total Reward: -4.5, Accuracy: 0.00
2024-04-25 16:14:32,764 - Episode: 313/1000, Total Reward: -4.2, Accuracy: 0.00
2024-04-25 16:14:38,638 - Episode: 314/1000, Total Reward: -4.9, Accuracy: 0.00
2024-04-25 16:14:44,465 - Episode: 315/1000, Total Reward: -5.1, Accuracy: 0.00
2024-04-25 16:14:50,141 - Episode: 316/1000, Total Reward: -3.8000000000000007, Accuracy: 0.00
2024-04-25 16:14:56,002 - Episode: 317/1000, Total Reward: -5.7, Accuracy: 0.00
2024-04-25 16:15:01,823 - Episode: 318/1000, Total Reward: -4.5, Accuracy: 0.00
2024-04-25 16:15:07,673 - Episode: 319/1000, Total Reward: -4.5, Accuracy: 0.00
2024-04-25 16:15:13,620 - Episode: 320/1000, Total Reward: -4.5, Accuracy: 0.00
2024-04-25 16:15:19,519 - Episode: 321/1000, Total Reward: -3.8000000000000007, Accuracy: 0.00
2024-04-25 16:15:25,391 - Episode: 322/1000, Total Reward: -3.0, Accuracy: 0.00
2024-04-25 16:15:31,205 - Episode: 323/1000, Total Reward: -1.8999999999999995, Accuracy: 0.00
2024-04-25 16:15:37,035 - Episode: 324/1000, Total Reward: -2.8, Accuracy: 0.00
2024-04-25 16:15:42,988 - Episode: 325/1000, Total Reward: -2.0999999999999996, Accuracy: 0.00
2024-04-25 16:15:48,743 - Episode: 326/1000, Total Reward: -2.0999999999999996, Accuracy: 0.00
2024-04-25 16:15:54,941 - Episode: 327/1000, Total Reward: -2.8, Accuracy: 0.00
2024-04-25 16:16:00,937 - Episode: 328/1000, Total Reward: -3.4000000000000004, Accuracy: 0.00
2024-04-25 16:16:06,892 - Episode: 329/1000, Total Reward: -3.0, Accuracy: 0.00
2024-04-25 16:16:12,819 - Episode: 330/1000, Total Reward: -3.4000000000000004, Accuracy: 0.00
2024-04-25 16:16:18,668 - Episode: 331/1000, Total Reward: -2.8, Accuracy: 0.00
2024-04-25 16:16:24,655 - Episode: 332/1000, Total Reward: -1.8999999999999995, Accuracy: 0.00
2024-04-25 16:16:30,567 - Episode: 333/1000, Total Reward: -1.8999999999999995, Accuracy: 0.00
2024-04-25 16:16:36,391 - Episode: 334/1000, Total Reward: -1.6999999999999993, Accuracy: 0.00
2024-04-25 16:16:42,232 - Episode: 335/1000, Total Reward: -1.8999999999999995, Accuracy: 0.00
2024-04-25 16:16:47,927 - Episode: 336/1000, Total Reward: -1.299999999999999, Accuracy: 0.00
2024-04-25 16:16:53,928 - Episode: 337/1000, Total Reward: -1.4999999999999991, Accuracy: 0.00
2024-04-25 16:16:59,814 - Episode: 338/1000, Total Reward: -2.8, Accuracy: 0.00
2024-04-25 16:17:05,621 - Episode: 339/1000, Total Reward: -1.8999999999999995, Accuracy: 0.00
2024-04-25 16:17:11,632 - Episode: 340/1000, Total Reward: -1.4999999999999991, Accuracy: 0.00
2024-04-25 16:17:17,511 - Episode: 341/1000, Total Reward: -2.8, Accuracy: 0.00
2024-04-25 16:17:23,445 - Episode: 342/1000, Total Reward: -4.9, Accuracy: 0.00
2024-04-25 16:17:29,215 - Episode: 343/1000, Total Reward: -4.7, Accuracy: 0.00
2024-04-25 16:17:35,093 - Episode: 344/1000, Total Reward: -4.7, Accuracy: 0.00
2024-04-25 16:17:40,978 - Episode: 345/1000, Total Reward: -3.6000000000000005, Accuracy: 0.00
2024-04-25 16:17:46,877 - Episode: 346/1000, Total Reward: -4.7, Accuracy: 0.00
2024-04-25 16:17:52,647 - Episode: 347/1000, Total Reward: -4.9, Accuracy: 0.00
2024-04-25 16:17:58,549 - Episode: 348/1000, Total Reward: -4.7, Accuracy: 0.00
2024-04-25 16:18:04,538 - Episode: 349/1000, Total Reward: -4.3, Accuracy: 0.00
2024-04-25 16:18:10,457 - Episode: 350/1000, Total Reward: -4.5, Accuracy: 0.00
2024-04-25 16:18:16,477 - Episode: 351/1000, Total Reward: -3.6000000000000005, Accuracy: 0.00
2024-04-25 16:18:22,206 - Episode: 352/1000, Total Reward: -3.4000000000000004, Accuracy: 0.00
2024-04-25 16:18:28,135 - Episode: 353/1000, Total Reward: -3.0, Accuracy: 0.00
2024-04-25 16:18:34,029 - Episode: 354/1000, Total Reward: -2.5999999999999996, Accuracy: 0.00
2024-04-25 16:18:39,727 - Episode: 355/1000, Total Reward: -1.6999999999999993, Accuracy: 0.00
2024-04-25 16:18:45,611 - Episode: 356/1000, Total Reward: -3.2, Accuracy: 0.00
2024-04-25 16:18:51,467 - Episode: 357/1000, Total Reward: -2.5999999999999996, Accuracy: 0.00
2024-04-25 16:18:57,239 - Episode: 358/1000, Total Reward: -3.0, Accuracy: 0.00
2024-04-25 16:19:03,054 - Episode: 359/1000, Total Reward: -3.0, Accuracy: 0.00
2024-04-25 16:19:08,913 - Episode: 360/1000, Total Reward: -4.9, Accuracy: 0.00
2024-04-25 16:19:15,031 - Episode: 361/1000, Total Reward: -5.7, Accuracy: 0.00
2024-04-25 16:19:20,859 - Episode: 362/1000, Total Reward: -6.5, Accuracy: 0.00
2024-04-25 16:19:26,808 - Episode: 363/1000, Total Reward: -7.1000000000000005, Accuracy: 0.00
2024-04-25 16:19:32,535 - Episode: 364/1000, Total Reward: -7.900000000000001, Accuracy: 0.00
2024-04-25 16:19:38,414 - Episode: 365/1000, Total Reward: -8.3, Accuracy: 0.00
2024-04-25 16:19:44,259 - Episode: 366/1000, Total Reward: -8.700000000000003, Accuracy: 0.00
2024-04-25 16:19:50,007 - Episode: 367/1000, Total Reward: -8.3, Accuracy: 0.00
2024-04-25 16:19:56,320 - Episode: 368/1000, Total Reward: -7.500000000000001, Accuracy: 0.00
2024-04-25 16:20:02,869 - Episode: 369/1000, Total Reward: -7.300000000000001, Accuracy: 0.00
2024-04-25 16:20:08,752 - Episode: 370/1000, Total Reward: -5.7, Accuracy: 0.00
2024-04-25 16:20:14,896 - Episode: 371/1000, Total Reward: -5.5, Accuracy: 0.00
2024-04-25 16:20:20,770 - Episode: 372/1000, Total Reward: -4.3, Accuracy: 0.00
2024-04-25 16:20:26,748 - Episode: 373/1000, Total Reward: -2.8, Accuracy: 0.00
2024-04-25 16:20:32,580 - Episode: 374/1000, Total Reward: 1.4999999999999956, Accuracy: 0.00
2024-04-25 16:20:38,642 - Episode: 375/1000, Total Reward: -4.9, Accuracy: 0.00
2024-04-25 16:20:44,596 - Episode: 376/1000, Total Reward: -7.700000000000001, Accuracy: 0.00
2024-04-25 16:20:50,365 - Episode: 377/1000, Total Reward: -9.7, Accuracy: 0.00
2024-04-25 16:20:56,291 - Episode: 378/1000, Total Reward: -10.699999999999996, Accuracy: 0.00
2024-04-25 16:21:02,168 - Episode: 379/1000, Total Reward: -10.699999999999996, Accuracy: 0.00
2024-04-25 16:21:08,086 - Episode: 380/1000, Total Reward: -9.7, Accuracy: 0.00
2024-04-25 16:21:13,986 - Episode: 381/1000, Total Reward: -9.3, Accuracy: 0.00
2024-04-25 16:21:19,884 - Episode: 382/1000, Total Reward: -7.1000000000000005, Accuracy: 0.00
2024-04-25 16:21:25,800 - Episode: 383/1000, Total Reward: -6.3, Accuracy: 0.00
2024-04-25 16:21:31,715 - Episode: 384/1000, Total Reward: -3.0, Accuracy: 0.00
2024-04-25 16:21:37,731 - Episode: 385/1000, Total Reward: -3.0, Accuracy: 0.00
2024-04-25 16:21:43,447 - Episode: 386/1000, Total Reward: -2.8, Accuracy: 0.00
2024-04-25 16:21:49,482 - Episode: 387/1000, Total Reward: -1.6999999999999993, Accuracy: 0.00
2024-04-25 16:21:55,351 - Episode: 388/1000, Total Reward: -8.881784197001252e-16, Accuracy: 0.00
2024-04-25 16:22:01,261 - Episode: 389/1000, Total Reward: -1.0999999999999992, Accuracy: 0.00
2024-04-25 16:22:07,245 - Episode: 390/1000, Total Reward: -1.0999999999999992, Accuracy: 0.00
2024-04-25 16:22:13,112 - Episode: 391/1000, Total Reward: -2.8, Accuracy: 0.00
2024-04-25 16:22:19,019 - Episode: 392/1000, Total Reward: -4.2, Accuracy: 0.00
2024-04-25 16:22:24,921 - Episode: 393/1000, Total Reward: -3.6000000000000005, Accuracy: 0.00
2024-04-25 16:22:30,840 - Episode: 394/1000, Total Reward: -3.8000000000000007, Accuracy: 0.00
2024-04-25 16:22:36,806 - Episode: 395/1000, Total Reward: -3.0, Accuracy: 0.00
2024-04-25 16:22:42,755 - Episode: 396/1000, Total Reward: -2.8, Accuracy: 0.00
2024-04-25 16:22:48,834 - Episode: 397/1000, Total Reward: -1.6999999999999993, Accuracy: 0.00
2024-04-25 16:22:54,772 - Episode: 398/1000, Total Reward: -1.4999999999999991, Accuracy: 0.00
2024-04-25 16:23:00,698 - Episode: 399/1000, Total Reward: -1.299999999999999, Accuracy: 0.00
2024-04-25 16:23:07,992 - Episode: 400/1000, Total Reward: -0.39999999999999947, Accuracy: 0.00
2024-04-25 16:23:14,012 - Episode: 401/1000, Total Reward: -0.39999999999999947, Accuracy: 0.00
2024-04-25 16:23:20,045 - Episode: 402/1000, Total Reward: -0.5999999999999988, Accuracy: 0.00
2024-04-25 16:23:25,949 - Episode: 403/1000, Total Reward: -2.0999999999999996, Accuracy: 0.00
2024-04-25 16:23:31,938 - Episode: 404/1000, Total Reward: -2.8, Accuracy: 0.00
2024-04-25 16:23:38,037 - Episode: 405/1000, Total Reward: -3.0, Accuracy: 0.00
2024-04-25 16:23:43,948 - Episode: 406/1000, Total Reward: -3.4000000000000004, Accuracy: 0.00
2024-04-25 16:23:49,989 - Episode: 407/1000, Total Reward: -3.0, Accuracy: 0.00
2024-04-25 16:23:56,074 - Episode: 408/1000, Total Reward: -3.6000000000000005, Accuracy: 0.00
2024-04-25 16:24:02,046 - Episode: 409/1000, Total Reward: -4.000000000000001, Accuracy: 0.00
2024-04-25 16:24:08,007 - Episode: 410/1000, Total Reward: -5.5, Accuracy: 0.00
2024-04-25 16:24:14,054 - Episode: 411/1000, Total Reward: -4.2, Accuracy: 0.00
2024-04-25 16:24:19,978 - Episode: 412/1000, Total Reward: -4.9, Accuracy: 0.00
2024-04-25 16:24:25,931 - Episode: 413/1000, Total Reward: -4.000000000000001, Accuracy: 0.00
2024-04-25 16:24:31,942 - Episode: 414/1000, Total Reward: -2.8, Accuracy: 0.00
2024-04-25 16:24:37,831 - Episode: 415/1000, Total Reward: -0.799999999999998, Accuracy: 0.00
2024-04-25 16:24:43,684 - Episode: 416/1000, Total Reward: -1.299999999999999, Accuracy: 0.00
2024-04-25 16:24:49,656 - Episode: 417/1000, Total Reward: 1.2999999999999963, Accuracy: 0.00
2024-04-25 16:24:55,473 - Episode: 418/1000, Total Reward: 1.2999999999999963, Accuracy: 0.00
2024-04-25 16:25:01,493 - Episode: 419/1000, Total Reward: -0.5999999999999988, Accuracy: 0.00
2024-04-25 16:25:07,423 - Episode: 420/1000, Total Reward: -1.8999999999999995, Accuracy: 0.00
2024-04-25 16:25:13,469 - Episode: 421/1000, Total Reward: -2.3, Accuracy: 0.00
2024-04-25 16:25:19,511 - Episode: 422/1000, Total Reward: -4.4, Accuracy: 0.00
2024-04-25 16:25:25,436 - Episode: 423/1000, Total Reward: -5.5, Accuracy: 0.00
2024-04-25 16:25:31,434 - Episode: 424/1000, Total Reward: -4.9, Accuracy: 0.00
2024-04-25 16:25:37,215 - Episode: 425/1000, Total Reward: -4.2, Accuracy: 0.00
2024-04-25 16:25:43,215 - Episode: 426/1000, Total Reward: -5.1, Accuracy: 0.00
2024-04-25 16:25:49,117 - Episode: 427/1000, Total Reward: -4.2, Accuracy: 0.00
2024-04-25 16:25:55,032 - Episode: 428/1000, Total Reward: -2.0999999999999996, Accuracy: 0.00
2024-04-25 16:26:01,080 - Episode: 429/1000, Total Reward: -0.39999999999999947, Accuracy: 0.00
2024-04-25 16:26:06,948 - Episode: 430/1000, Total Reward: -8.881784197001252e-16, Accuracy: 0.00
2024-04-25 16:26:12,865 - Episode: 431/1000, Total Reward: 1.4999999999999956, Accuracy: 0.00
2024-04-25 16:26:18,827 - Episode: 432/1000, Total Reward: -8.881784197001252e-16, Accuracy: 0.00
2024-04-25 16:26:24,888 - Episode: 433/1000, Total Reward: -0.799999999999998, Accuracy: 0.00
2024-04-25 16:26:30,907 - Episode: 434/1000, Total Reward: -1.8999999999999995, Accuracy: 0.00
2024-04-25 16:26:36,786 - Episode: 435/1000, Total Reward: -2.0999999999999996, Accuracy: 0.00
2024-04-25 16:26:42,824 - Episode: 436/1000, Total Reward: -2.3, Accuracy: 0.00
2024-04-25 16:26:48,617 - Episode: 437/1000, Total Reward: -3.0, Accuracy: 0.00
2024-04-25 16:26:54,607 - Episode: 438/1000, Total Reward: -1.8999999999999995, Accuracy: 0.00
2024-04-25 16:27:00,545 - Episode: 439/1000, Total Reward: -3.0, Accuracy: 0.00
2024-04-25 16:27:06,474 - Episode: 440/1000, Total Reward: -3.2, Accuracy: 0.00
2024-04-25 16:27:12,431 - Episode: 441/1000, Total Reward: -1.8999999999999995, Accuracy: 0.00
2024-04-25 16:27:18,460 - Episode: 442/1000, Total Reward: -0.799999999999998, Accuracy: 0.00
2024-04-25 16:27:24,528 - Episode: 443/1000, Total Reward: -8.881784197001252e-16, Accuracy: 0.00
2024-04-25 16:27:30,420 - Episode: 444/1000, Total Reward: 1.4999999999999956, Accuracy: 0.00
2024-04-25 16:27:36,412 - Episode: 445/1000, Total Reward: 1.4999999999999956, Accuracy: 0.00
2024-04-25 16:27:42,378 - Episode: 446/1000, Total Reward: -8.881784197001252e-16, Accuracy: 0.00
2024-04-25 16:27:48,194 - Episode: 447/1000, Total Reward: -1.4999999999999991, Accuracy: 0.00
2024-04-25 16:27:54,096 - Episode: 448/1000, Total Reward: -0.5999999999999988, Accuracy: 0.00
2024-04-25 16:28:00,005 - Episode: 449/1000, Total Reward: -1.4999999999999991, Accuracy: 0.00
2024-04-25 16:28:06,017 - Episode: 450/1000, Total Reward: -1.4999999999999991, Accuracy: 0.00
2024-04-25 16:28:11,903 - Episode: 451/1000, Total Reward: -1.4999999999999991, Accuracy: 0.00
2024-04-25 16:28:17,937 - Episode: 452/1000, Total Reward: -0.799999999999998, Accuracy: 0.00
2024-04-25 16:28:23,961 - Episode: 453/1000, Total Reward: -8.881784197001252e-16, Accuracy: 0.00
2024-04-25 16:28:29,849 - Episode: 454/1000, Total Reward: 4.099999999999991, Accuracy: 0.00
2024-04-25 16:28:35,857 - Episode: 455/1000, Total Reward: 4.099999999999991, Accuracy: 0.00
2024-04-25 16:28:41,816 - Episode: 456/1000, Total Reward: 1.8999999999999941, Accuracy: 0.00
2024-04-25 16:28:47,844 - Episode: 457/1000, Total Reward: -0.20000000000000018, Accuracy: 0.00
2024-04-25 16:28:53,763 - Episode: 458/1000, Total Reward: -2.0999999999999996, Accuracy: 0.00
2024-04-25 16:28:59,729 - Episode: 459/1000, Total Reward: -3.2, Accuracy: 0.00
2024-04-25 16:29:05,799 - Episode: 460/1000, Total Reward: -4.9, Accuracy: 0.00
2024-04-25 16:29:11,755 - Episode: 461/1000, Total Reward: -4.4, Accuracy: 0.00
2024-04-25 16:29:17,930 - Episode: 462/1000, Total Reward: -4.2, Accuracy: 0.00
2024-04-25 16:29:23,923 - Episode: 463/1000, Total Reward: -3.6000000000000005, Accuracy: 0.00
2024-04-25 16:29:29,828 - Episode: 464/1000, Total Reward: -2.0999999999999996, Accuracy: 0.00
2024-04-25 16:29:35,819 - Episode: 465/1000, Total Reward: -1.6999999999999993, Accuracy: 0.00
2024-04-25 16:29:41,755 - Episode: 466/1000, Total Reward: -0.5999999999999988, Accuracy: 0.00
2024-04-25 16:29:47,790 - Episode: 467/1000, Total Reward: 1.8999999999999941, Accuracy: 0.00
2024-04-25 16:29:53,615 - Episode: 468/1000, Total Reward: 1.2999999999999963, Accuracy: 0.00
2024-04-25 16:29:59,653 - Episode: 469/1000, Total Reward: -0.799999999999998, Accuracy: 0.00
2024-04-25 16:30:05,626 - Episode: 470/1000, Total Reward: -1.6999999999999993, Accuracy: 0.00
2024-04-25 16:30:11,565 - Episode: 471/1000, Total Reward: -1.6999999999999993, Accuracy: 0.00
2024-04-25 16:30:17,721 - Episode: 472/1000, Total Reward: -1.6999999999999993, Accuracy: 0.00
2024-04-25 16:30:23,626 - Episode: 473/1000, Total Reward: -1.8999999999999995, Accuracy: 0.00
2024-04-25 16:30:29,582 - Episode: 474/1000, Total Reward: -3.0, Accuracy: 0.00
2024-04-25 16:30:35,461 - Episode: 475/1000, Total Reward: -4.000000000000001, Accuracy: 0.00
2024-04-25 16:30:41,400 - Episode: 476/1000, Total Reward: -4.2, Accuracy: 0.00
2024-04-25 16:30:47,389 - Episode: 477/1000, Total Reward: -4.9, Accuracy: 0.00
2024-04-25 16:30:53,278 - Episode: 478/1000, Total Reward: -3.8000000000000007, Accuracy: 0.00
2024-04-25 16:30:59,294 - Episode: 479/1000, Total Reward: -1.4999999999999991, Accuracy: 0.00
2024-04-25 16:31:05,109 - Episode: 480/1000, Total Reward: -1.4999999999999991, Accuracy: 0.00
2024-04-25 16:31:11,146 - Episode: 481/1000, Total Reward: -0.20000000000000018, Accuracy: 0.00
2024-04-25 16:31:17,217 - Episode: 482/1000, Total Reward: 1.6999999999999948, Accuracy: 0.00
2024-04-25 16:31:23,159 - Episode: 483/1000, Total Reward: 3.199999999999992, Accuracy: 0.00
2024-04-25 16:31:29,199 - Episode: 484/1000, Total Reward: 4.699999999999989, Accuracy: 0.00
2024-04-25 16:31:35,095 - Episode: 485/1000, Total Reward: 4.699999999999989, Accuracy: 0.00
2024-04-25 16:31:41,093 - Episode: 486/1000, Total Reward: 2.7999999999999927, Accuracy: 0.00
2024-04-25 16:31:47,047 - Episode: 487/1000, Total Reward: 1.2999999999999963, Accuracy: 0.00
2024-04-25 16:31:53,062 - Episode: 488/1000, Total Reward: -0.39999999999999947, Accuracy: 0.00
2024-04-25 16:31:59,091 - Episode: 489/1000, Total Reward: -1.8999999999999995, Accuracy: 0.00
2024-04-25 16:32:04,990 - Episode: 490/1000, Total Reward: -1.6999999999999993, Accuracy: 0.00
2024-04-25 16:32:10,987 - Episode: 491/1000, Total Reward: -1.6999999999999993, Accuracy: 0.00
2024-04-25 16:32:17,028 - Episode: 492/1000, Total Reward: -1.8999999999999995, Accuracy: 0.00
2024-04-25 16:32:23,069 - Episode: 493/1000, Total Reward: -2.3, Accuracy: 0.00
2024-04-25 16:32:28,991 - Episode: 494/1000, Total Reward: -1.8999999999999995, Accuracy: 0.00
2024-04-25 16:32:34,941 - Episode: 495/1000, Total Reward: -1.8999999999999995, Accuracy: 0.00
2024-04-25 16:32:40,925 - Episode: 496/1000, Total Reward: -1.6999999999999993, Accuracy: 0.00
2024-04-25 16:32:46,825 - Episode: 497/1000, Total Reward: -1.6999999999999993, Accuracy: 0.00
2024-04-25 16:32:52,830 - Episode: 498/1000, Total Reward: -1.8999999999999995, Accuracy: 0.00
2024-04-25 16:32:59,337 - Episode: 499/1000, Total Reward: -0.799999999999998, Accuracy: 0.00
2024-04-25 16:33:05,740 - Episode: 500/1000, Total Reward: -0.799999999999998, Accuracy: 0.00
2024-04-25 16:33:12,682 - Episode: 501/1000, Total Reward: -0.5999999999999988, Accuracy: 0.00
2024-04-25 16:33:20,575 - Episode: 502/1000, Total Reward: -0.5999999999999988, Accuracy: 0.00
2024-04-25 16:33:28,160 - Episode: 503/1000, Total Reward: -0.5999999999999988, Accuracy: 0.00
2024-04-25 16:33:36,642 - Episode: 504/1000, Total Reward: -0.799999999999998, Accuracy: 0.00
2024-04-25 16:33:47,019 - Episode: 505/1000, Total Reward: -2.0999999999999996, Accuracy: 0.00
2024-04-25 16:33:56,926 - Episode: 506/1000, Total Reward: -1.6999999999999993, Accuracy: 0.00
2024-04-25 16:34:06,558 - Episode: 507/1000, Total Reward: -0.799999999999998, Accuracy: 0.00
2024-04-25 16:34:16,167 - Episode: 508/1000, Total Reward: -0.39999999999999947, Accuracy: 0.00
2024-04-25 16:34:25,460 - Episode: 509/1000, Total Reward: -0.799999999999998, Accuracy: 0.00
2024-04-25 16:34:34,669 - Episode: 510/1000, Total Reward: -0.799999999999998, Accuracy: 0.00
2024-04-25 16:34:43,925 - Episode: 511/1000, Total Reward: -0.799999999999998, Accuracy: 0.00
2024-04-25 16:34:53,176 - Episode: 512/1000, Total Reward: -1.4999999999999991, Accuracy: 0.00
2024-04-25 16:35:02,610 - Episode: 513/1000, Total Reward: -1.4999999999999991, Accuracy: 0.00
2024-04-25 16:35:11,637 - Episode: 514/1000, Total Reward: -1.4999999999999991, Accuracy: 0.00
2024-04-25 16:35:20,626 - Episode: 515/1000, Total Reward: -1.6999999999999993, Accuracy: 0.00
2024-04-25 16:35:29,718 - Episode: 516/1000, Total Reward: -1.6999999999999993, Accuracy: 0.00
2024-04-25 16:35:39,060 - Episode: 517/1000, Total Reward: -1.6999999999999993, Accuracy: 0.00
2024-04-25 16:35:48,304 - Episode: 518/1000, Total Reward: -3.0, Accuracy: 0.00
2024-04-25 16:35:57,550 - Episode: 519/1000, Total Reward: -3.2, Accuracy: 0.00
2024-04-25 16:36:06,877 - Episode: 520/1000, Total Reward: -3.2, Accuracy: 0.00
2024-04-25 16:36:16,950 - Episode: 521/1000, Total Reward: -3.0, Accuracy: 0.00
2024-04-25 16:36:26,577 - Episode: 522/1000, Total Reward: -3.0, Accuracy: 0.00
2024-04-25 16:36:36,079 - Episode: 523/1000, Total Reward: -3.0, Accuracy: 0.00
2024-04-25 16:36:45,293 - Episode: 524/1000, Total Reward: -3.4000000000000004, Accuracy: 0.00
2024-04-25 16:36:54,795 - Episode: 525/1000, Total Reward: -3.0, Accuracy: 0.00
2024-04-25 16:37:04,340 - Episode: 526/1000, Total Reward: -3.0, Accuracy: 0.00
2024-04-25 16:37:14,029 - Episode: 527/1000, Total Reward: -3.4000000000000004, Accuracy: 0.00
2024-04-25 16:37:23,231 - Episode: 528/1000, Total Reward: -3.6000000000000005, Accuracy: 0.00
2024-04-25 16:37:32,582 - Episode: 529/1000, Total Reward: -3.8000000000000007, Accuracy: 0.00
2024-04-25 16:37:41,946 - Episode: 530/1000, Total Reward: -4.5, Accuracy: 0.00
2024-04-25 16:37:51,398 - Episode: 531/1000, Total Reward: -3.6000000000000005, Accuracy: 0.00
2024-04-25 16:38:03,018 - Episode: 532/1000, Total Reward: -3.6000000000000005, Accuracy: 0.00
2024-04-25 16:38:13,611 - Episode: 533/1000, Total Reward: -3.8000000000000007, Accuracy: 0.00
2024-04-25 16:38:23,548 - Episode: 534/1000, Total Reward: -2.3, Accuracy: 0.00
2024-04-25 16:38:33,012 - Episode: 535/1000, Total Reward: -2.3, Accuracy: 0.00
2024-04-25 16:38:42,578 - Episode: 536/1000, Total Reward: -1.6999999999999993, Accuracy: 0.00
2024-04-25 16:38:52,087 - Episode: 537/1000, Total Reward: -1.8999999999999995, Accuracy: 0.00
2024-04-25 16:39:01,720 - Episode: 538/1000, Total Reward: -3.2, Accuracy: 0.00
2024-04-25 16:39:12,061 - Episode: 539/1000, Total Reward: -3.0, Accuracy: 0.00
2024-04-25 16:39:21,461 - Episode: 540/1000, Total Reward: -4.5, Accuracy: 0.00
2024-04-25 16:39:30,970 - Episode: 541/1000, Total Reward: -4.5, Accuracy: 0.00
2024-04-25 16:39:39,620 - Episode: 542/1000, Total Reward: -5.9, Accuracy: 0.00
2024-04-25 16:39:48,412 - Episode: 543/1000, Total Reward: -5.9, Accuracy: 0.00
2024-04-25 16:39:57,555 - Episode: 544/1000, Total Reward: -5.7, Accuracy: 0.00
2024-04-25 16:40:06,817 - Episode: 545/1000, Total Reward: -4.5, Accuracy: 0.00
2024-04-25 16:40:16,388 - Episode: 546/1000, Total Reward: -2.0999999999999996, Accuracy: 0.00
2024-04-25 16:40:26,301 - Episode: 547/1000, Total Reward: -2.8, Accuracy: 0.00
2024-04-25 16:40:35,461 - Episode: 548/1000, Total Reward: -1.4999999999999991, Accuracy: 0.00
2024-04-25 16:40:44,145 - Episode: 549/1000, Total Reward: -3.4000000000000004, Accuracy: 0.00
2024-04-25 16:40:53,271 - Episode: 550/1000, Total Reward: -3.6000000000000005, Accuracy: 0.00
