2024-04-25 17:16:52,143 - Episode: 820/1000, Total Reward: 3.3999999999999915, Accuracy: 0.00
2024-04-25 17:16:58,158 - Episode: 821/1000, Total Reward: 4.29999999999999, Accuracy: 0.00
2024-04-25 17:17:04,284 - Episode: 822/1000, Total Reward: 6.199999999999985, Accuracy: 0.00
2024-04-25 17:17:10,280 - Episode: 823/1000, Total Reward: 5.999999999999986, Accuracy: 0.00
2024-04-25 17:17:16,202 - Episode: 824/1000, Total Reward: 5.999999999999986, Accuracy: 0.00
2024-04-25 17:17:22,204 - Episode: 825/1000, Total Reward: 5.599999999999987, Accuracy: 0.00
2024-04-25 17:17:28,135 - Episode: 826/1000, Total Reward: 4.29999999999999, Accuracy: 0.00
2024-04-25 17:17:34,213 - Episode: 827/1000, Total Reward: 3.3999999999999915, Accuracy: 0.00
2024-04-25 17:17:40,099 - Episode: 828/1000, Total Reward: 2.999999999999992, Accuracy: 0.00
2024-04-25 17:17:46,131 - Episode: 829/1000, Total Reward: 3.199999999999992, Accuracy: 0.00
2024-04-25 17:17:52,101 - Episode: 830/1000, Total Reward: 2.7999999999999927, Accuracy: 0.00
2024-04-25 17:17:58,164 - Episode: 831/1000, Total Reward: 2.7999999999999927, Accuracy: 0.00
2024-04-25 17:18:04,193 - Episode: 832/1000, Total Reward: 2.7999999999999927, Accuracy: 0.00
2024-04-25 17:18:10,152 - Episode: 833/1000, Total Reward: 3.199999999999992, Accuracy: 0.00
2024-04-25 17:18:16,166 - Episode: 834/1000, Total Reward: 2.7999999999999927, Accuracy: 0.00
2024-04-25 17:18:22,107 - Episode: 835/1000, Total Reward: 2.7999999999999927, Accuracy: 0.00
2024-04-25 17:18:28,143 - Episode: 836/1000, Total Reward: 2.7999999999999927, Accuracy: 0.00
2024-04-25 17:18:34,172 - Episode: 837/1000, Total Reward: 2.399999999999994, Accuracy: 0.00
2024-04-25 17:18:40,127 - Episode: 838/1000, Total Reward: 2.7999999999999927, Accuracy: 0.00
2024-04-25 17:18:46,180 - Episode: 839/1000, Total Reward: 2.999999999999992, Accuracy: 0.00
2024-04-25 17:18:52,157 - Episode: 840/1000, Total Reward: 2.7999999999999927, Accuracy: 0.00
2024-04-25 17:18:58,264 - Episode: 841/1000, Total Reward: 2.999999999999992, Accuracy: 0.00
2024-04-25 17:19:04,228 - Episode: 842/1000, Total Reward: 2.999999999999992, Accuracy: 0.00
2024-04-25 17:19:10,307 - Episode: 843/1000, Total Reward: 3.3999999999999915, Accuracy: 0.00
2024-04-25 17:19:16,306 - Episode: 844/1000, Total Reward: 2.7999999999999927, Accuracy: 0.00
2024-04-25 17:19:22,371 - Episode: 845/1000, Total Reward: 2.5999999999999934, Accuracy: 0.00
2024-04-25 17:19:28,451 - Episode: 846/1000, Total Reward: 4.499999999999989, Accuracy: 0.00
2024-04-25 17:19:34,470 - Episode: 847/1000, Total Reward: 4.499999999999989, Accuracy: 0.00
2024-04-25 17:19:40,512 - Episode: 848/1000, Total Reward: 4.899999999999988, Accuracy: 0.00
2024-04-25 17:19:46,424 - Episode: 849/1000, Total Reward: 4.699999999999989, Accuracy: 0.00
2024-04-25 17:19:52,490 - Episode: 850/1000, Total Reward: 4.29999999999999, Accuracy: 0.00
2024-04-25 17:19:58,438 - Episode: 851/1000, Total Reward: 4.099999999999991, Accuracy: 0.00
2024-04-25 17:20:04,655 - Episode: 852/1000, Total Reward: 3.3999999999999915, Accuracy: 0.00
2024-04-25 17:20:10,753 - Episode: 853/1000, Total Reward: 1.4999999999999956, Accuracy: 0.00
2024-04-25 17:20:16,728 - Episode: 854/1000, Total Reward: -1.8999999999999995, Accuracy: 0.00
2024-04-25 17:20:22,705 - Episode: 855/1000, Total Reward: -4.2, Accuracy: 0.00
2024-04-25 17:20:28,686 - Episode: 856/1000, Total Reward: -5.7, Accuracy: 0.00
2024-04-25 17:20:34,593 - Episode: 857/1000, Total Reward: -3.4000000000000004, Accuracy: 0.00
2024-04-25 17:20:40,674 - Episode: 858/1000, Total Reward: -8.881784197001252e-16, Accuracy: 0.00
2024-04-25 17:20:46,685 - Episode: 859/1000, Total Reward: 2.999999999999992, Accuracy: 0.00
2024-04-25 17:20:52,730 - Episode: 860/1000, Total Reward: 3.199999999999992, Accuracy: 0.00
2024-04-25 17:20:58,720 - Episode: 861/1000, Total Reward: 4.699999999999989, Accuracy: 0.00
2024-04-25 17:21:04,665 - Episode: 862/1000, Total Reward: 4.899999999999988, Accuracy: 0.00
2024-04-25 17:21:10,795 - Episode: 863/1000, Total Reward: 5.599999999999987, Accuracy: 0.00
2024-04-25 17:21:16,742 - Episode: 864/1000, Total Reward: 5.599999999999987, Accuracy: 0.00
2024-04-25 17:21:22,827 - Episode: 865/1000, Total Reward: 4.499999999999989, Accuracy: 0.00
2024-04-25 17:21:28,864 - Episode: 866/1000, Total Reward: 4.29999999999999, Accuracy: 0.00
2024-04-25 17:21:35,016 - Episode: 867/1000, Total Reward: 3.199999999999992, Accuracy: 0.00
2024-04-25 17:21:41,018 - Episode: 868/1000, Total Reward: -2.8, Accuracy: 0.00
2024-04-25 17:21:47,015 - Episode: 869/1000, Total Reward: -5.5, Accuracy: 0.00
2024-04-25 17:21:53,022 - Episode: 870/1000, Total Reward: -6.3, Accuracy: 0.00
2024-04-25 17:21:59,037 - Episode: 871/1000, Total Reward: -6.3, Accuracy: 0.00
2024-04-25 17:22:05,125 - Episode: 872/1000, Total Reward: -6.3, Accuracy: 0.00
2024-04-25 17:22:11,097 - Episode: 873/1000, Total Reward: -5.9, Accuracy: 0.00
2024-04-25 17:22:17,035 - Episode: 874/1000, Total Reward: -5.1, Accuracy: 0.00
2024-04-25 17:22:23,115 - Episode: 875/1000, Total Reward: 1.8999999999999941, Accuracy: 0.00
2024-04-25 17:22:29,034 - Episode: 876/1000, Total Reward: 4.29999999999999, Accuracy: 0.00
2024-04-25 17:22:35,155 - Episode: 877/1000, Total Reward: 4.899999999999988, Accuracy: 0.00
2024-04-25 17:22:41,284 - Episode: 878/1000, Total Reward: 5.599999999999987, Accuracy: 0.00
2024-04-25 17:22:47,254 - Episode: 879/1000, Total Reward: 5.7999999999999865, Accuracy: 0.00
2024-04-25 17:22:53,123 - Episode: 880/1000, Total Reward: 5.599999999999987, Accuracy: 0.00
2024-04-25 17:22:59,110 - Episode: 881/1000, Total Reward: 0.3999999999999977, Accuracy: 0.00
2024-04-25 17:23:06,201 - Episode: 882/1000, Total Reward: -5.7, Accuracy: 0.00
2024-04-25 17:23:12,118 - Episode: 883/1000, Total Reward: -7.300000000000001, Accuracy: 0.00
2024-04-25 17:23:18,190 - Episode: 884/1000, Total Reward: -7.900000000000001, Accuracy: 0.00
2024-04-25 17:23:24,130 - Episode: 885/1000, Total Reward: -8.700000000000003, Accuracy: 0.00
2024-04-25 17:23:30,035 - Episode: 886/1000, Total Reward: -8.500000000000002, Accuracy: 0.00
2024-04-25 17:23:36,176 - Episode: 887/1000, Total Reward: -8.3, Accuracy: 0.00
2024-04-25 17:23:42,154 - Episode: 888/1000, Total Reward: -7.700000000000001, Accuracy: 0.00
2024-04-25 17:23:48,163 - Episode: 889/1000, Total Reward: -7.500000000000001, Accuracy: 0.00
2024-04-25 17:23:54,037 - Episode: 890/1000, Total Reward: -6.1, Accuracy: 0.00
2024-04-25 17:24:00,104 - Episode: 891/1000, Total Reward: -4.2, Accuracy: 0.00
2024-04-25 17:24:06,029 - Episode: 892/1000, Total Reward: 1.6999999999999948, Accuracy: 0.00
2024-04-25 17:24:11,972 - Episode: 893/1000, Total Reward: 4.29999999999999, Accuracy: 0.00
2024-04-25 17:24:18,070 - Episode: 894/1000, Total Reward: 4.899999999999988, Accuracy: 0.00
2024-04-25 17:24:23,956 - Episode: 895/1000, Total Reward: 5.7999999999999865, Accuracy: 0.00
2024-04-25 17:24:29,961 - Episode: 896/1000, Total Reward: 5.7999999999999865, Accuracy: 0.00
2024-04-25 17:24:35,947 - Episode: 897/1000, Total Reward: 5.7999999999999865, Accuracy: 0.00
2024-04-25 17:24:41,918 - Episode: 898/1000, Total Reward: 5.7999999999999865, Accuracy: 0.00
2024-04-25 17:24:47,946 - Episode: 899/1000, Total Reward: 5.7999999999999865, Accuracy: 0.00
2024-04-25 17:24:53,895 - Episode: 900/1000, Total Reward: 5.599999999999987, Accuracy: 0.00
2024-04-25 17:24:59,993 - Episode: 901/1000, Total Reward: 3.3999999999999915, Accuracy: 0.00
2024-04-25 17:25:05,941 - Episode: 902/1000, Total Reward: -8.881784197001252e-16, Accuracy: 0.00
2024-04-25 17:25:11,938 - Episode: 903/1000, Total Reward: -0.5999999999999988, Accuracy: 0.00
2024-04-25 17:25:17,866 - Episode: 904/1000, Total Reward: -3.0, Accuracy: 0.00
2024-04-25 17:25:23,767 - Episode: 905/1000, Total Reward: -3.8000000000000007, Accuracy: 0.00
2024-04-25 17:25:29,636 - Episode: 906/1000, Total Reward: -4.9, Accuracy: 0.00
2024-04-25 17:25:35,695 - Episode: 907/1000, Total Reward: -6.1, Accuracy: 0.00
2024-04-25 17:25:41,780 - Episode: 908/1000, Total Reward: -6.3, Accuracy: 0.00
2024-04-25 17:25:47,623 - Episode: 909/1000, Total Reward: -6.5, Accuracy: 0.00
2024-04-25 17:25:53,558 - Episode: 910/1000, Total Reward: -5.5, Accuracy: 0.00
2024-04-25 17:25:59,514 - Episode: 911/1000, Total Reward: -3.8000000000000007, Accuracy: 0.00
2024-04-25 17:26:05,437 - Episode: 912/1000, Total Reward: -3.0, Accuracy: 0.00
2024-04-25 17:26:11,385 - Episode: 913/1000, Total Reward: -8.881784197001252e-16, Accuracy: 0.00
2024-04-25 17:26:17,226 - Episode: 914/1000, Total Reward: 3.3999999999999915, Accuracy: 0.00
2024-04-25 17:26:23,151 - Episode: 915/1000, Total Reward: 4.899999999999988, Accuracy: 0.00
2024-04-25 17:26:29,083 - Episode: 916/1000, Total Reward: 5.7999999999999865, Accuracy: 0.00
2024-04-25 17:26:35,067 - Episode: 917/1000, Total Reward: 5.7999999999999865, Accuracy: 0.00
2024-04-25 17:26:41,174 - Episode: 918/1000, Total Reward: 5.599999999999987, Accuracy: 0.00
2024-04-25 17:26:47,189 - Episode: 919/1000, Total Reward: 5.7999999999999865, Accuracy: 0.00
2024-04-25 17:26:53,197 - Episode: 920/1000, Total Reward: 5.7999999999999865, Accuracy: 0.00
2024-04-25 17:26:59,150 - Episode: 921/1000, Total Reward: 5.599999999999987, Accuracy: 0.00
2024-04-25 17:27:05,027 - Episode: 922/1000, Total Reward: 5.7999999999999865, Accuracy: 0.00
2024-04-25 17:27:11,008 - Episode: 923/1000, Total Reward: 5.599999999999987, Accuracy: 0.00
2024-04-25 17:27:16,979 - Episode: 924/1000, Total Reward: 5.999999999999986, Accuracy: 0.00
2024-04-25 17:27:23,001 - Episode: 925/1000, Total Reward: 4.699999999999989, Accuracy: 0.00
2024-04-25 17:27:28,914 - Episode: 926/1000, Total Reward: 2.5999999999999934, Accuracy: 0.00
2024-04-25 17:27:35,001 - Episode: 927/1000, Total Reward: 1.099999999999997, Accuracy: 0.00
2024-04-25 17:27:41,103 - Episode: 928/1000, Total Reward: 0.3999999999999977, Accuracy: 0.00
2024-04-25 17:27:47,038 - Episode: 929/1000, Total Reward: -0.39999999999999947, Accuracy: 0.00
2024-04-25 17:27:53,203 - Episode: 930/1000, Total Reward: -1.4999999999999991, Accuracy: 0.00
2024-04-25 17:27:59,181 - Episode: 931/1000, Total Reward: -2.0999999999999996, Accuracy: 0.00
2024-04-25 17:28:05,178 - Episode: 932/1000, Total Reward: -2.0999999999999996, Accuracy: 0.00
2024-04-25 17:28:11,130 - Episode: 933/1000, Total Reward: -2.0999999999999996, Accuracy: 0.00
2024-04-25 17:28:17,072 - Episode: 934/1000, Total Reward: -2.0999999999999996, Accuracy: 0.00
2024-04-25 17:28:23,298 - Episode: 935/1000, Total Reward: -0.799999999999998, Accuracy: 0.00
2024-04-25 17:28:29,181 - Episode: 936/1000, Total Reward: -0.799999999999998, Accuracy: 0.00
2024-04-25 17:28:35,167 - Episode: 937/1000, Total Reward: -0.39999999999999947, Accuracy: 0.00
2024-04-25 17:28:41,228 - Episode: 938/1000, Total Reward: -8.881784197001252e-16, Accuracy: 0.00
2024-04-25 17:28:47,232 - Episode: 939/1000, Total Reward: 1.099999999999997, Accuracy: 0.00
2024-04-25 17:28:53,049 - Episode: 940/1000, Total Reward: 1.4999999999999956, Accuracy: 0.00
2024-04-25 17:28:59,027 - Episode: 941/1000, Total Reward: 1.6999999999999948, Accuracy: 0.00
2024-04-25 17:29:05,056 - Episode: 942/1000, Total Reward: 3.199999999999992, Accuracy: 0.00
2024-04-25 17:29:11,027 - Episode: 943/1000, Total Reward: 4.499999999999989, Accuracy: 0.00
2024-04-25 17:29:17,171 - Episode: 944/1000, Total Reward: 4.499999999999989, Accuracy: 0.00
2024-04-25 17:29:23,152 - Episode: 945/1000, Total Reward: 5.599999999999987, Accuracy: 0.00
2024-04-25 17:29:29,073 - Episode: 946/1000, Total Reward: 5.599999999999987, Accuracy: 0.00
2024-04-25 17:29:35,055 - Episode: 947/1000, Total Reward: 4.899999999999988, Accuracy: 0.00
2024-04-25 17:29:41,157 - Episode: 948/1000, Total Reward: 4.899999999999988, Accuracy: 0.00
2024-04-25 17:29:47,231 - Episode: 949/1000, Total Reward: 4.699999999999989, Accuracy: 0.00
2024-04-25 17:29:53,212 - Episode: 950/1000, Total Reward: 5.599999999999987, Accuracy: 0.00
2024-04-25 17:29:59,303 - Episode: 951/1000, Total Reward: 4.899999999999988, Accuracy: 0.00
2024-04-25 17:30:05,287 - Episode: 952/1000, Total Reward: 5.599999999999987, Accuracy: 0.00
2024-04-25 17:30:11,116 - Episode: 953/1000, Total Reward: 4.499999999999989, Accuracy: 0.00
2024-04-25 17:30:17,108 - Episode: 954/1000, Total Reward: 4.699999999999989, Accuracy: 0.00
2024-04-25 17:30:22,994 - Episode: 955/1000, Total Reward: 4.29999999999999, Accuracy: 0.00
2024-04-25 17:30:29,032 - Episode: 956/1000, Total Reward: 3.3999999999999915, Accuracy: 0.00
2024-04-25 17:30:34,980 - Episode: 957/1000, Total Reward: 3.3999999999999915, Accuracy: 0.00
2024-04-25 17:30:41,194 - Episode: 958/1000, Total Reward: 3.3999999999999915, Accuracy: 0.00
2024-04-25 17:30:47,056 - Episode: 959/1000, Total Reward: 1.4999999999999956, Accuracy: 0.00
2024-04-25 17:30:52,967 - Episode: 960/1000, Total Reward: 1.4999999999999956, Accuracy: 0.00
2024-04-25 17:30:59,071 - Episode: 961/1000, Total Reward: 1.6999999999999948, Accuracy: 0.00
2024-04-25 17:31:04,937 - Episode: 962/1000, Total Reward: 1.6999999999999948, Accuracy: 0.00
2024-04-25 17:31:11,031 - Episode: 963/1000, Total Reward: 1.6999999999999948, Accuracy: 0.00
2024-04-25 17:31:16,951 - Episode: 964/1000, Total Reward: 1.6999999999999948, Accuracy: 0.00
2024-04-25 17:31:22,928 - Episode: 965/1000, Total Reward: 2.5999999999999934, Accuracy: 0.00
2024-04-25 17:31:29,046 - Episode: 966/1000, Total Reward: 1.8999999999999941, Accuracy: 0.00
2024-04-25 17:31:35,030 - Episode: 967/1000, Total Reward: 1.8999999999999941, Accuracy: 0.00
2024-04-25 17:31:41,169 - Episode: 968/1000, Total Reward: 2.5999999999999934, Accuracy: 0.00
2024-04-25 17:31:47,097 - Episode: 969/1000, Total Reward: 1.6999999999999948, Accuracy: 0.00
2024-04-25 17:31:53,130 - Episode: 970/1000, Total Reward: 1.2999999999999963, Accuracy: 0.00
2024-04-25 17:31:59,085 - Episode: 971/1000, Total Reward: 1.2999999999999963, Accuracy: 0.00
2024-04-25 17:32:05,027 - Episode: 972/1000, Total Reward: -8.881784197001252e-16, Accuracy: 0.00
2024-04-25 17:32:11,023 - Episode: 973/1000, Total Reward: 0.3999999999999977, Accuracy: 0.00
2024-04-25 17:32:16,940 - Episode: 974/1000, Total Reward: 0.3999999999999977, Accuracy: 0.00
2024-04-25 17:32:22,913 - Episode: 975/1000, Total Reward: 0.1999999999999984, Accuracy: 0.00
2024-04-25 17:32:28,823 - Episode: 976/1000, Total Reward: 1.099999999999997, Accuracy: 0.00
2024-04-25 17:32:34,809 - Episode: 977/1000, Total Reward: 1.099999999999997, Accuracy: 0.00
2024-04-25 17:32:40,945 - Episode: 978/1000, Total Reward: 1.2999999999999963, Accuracy: 0.00
2024-04-25 17:32:46,855 - Episode: 979/1000, Total Reward: 1.099999999999997, Accuracy: 0.00
2024-04-25 17:32:52,905 - Episode: 980/1000, Total Reward: 1.2999999999999963, Accuracy: 0.00
2024-04-25 17:32:58,737 - Episode: 981/1000, Total Reward: 1.6999999999999948, Accuracy: 0.00
2024-04-25 17:33:04,693 - Episode: 982/1000, Total Reward: 1.6999999999999948, Accuracy: 0.00
2024-04-25 17:33:10,717 - Episode: 983/1000, Total Reward: 2.399999999999994, Accuracy: 0.00
2024-04-25 17:33:16,764 - Episode: 984/1000, Total Reward: 2.5999999999999934, Accuracy: 0.00
2024-04-25 17:33:22,882 - Episode: 985/1000, Total Reward: 2.5999999999999934, Accuracy: 0.00
2024-04-25 17:33:28,948 - Episode: 986/1000, Total Reward: 2.5999999999999934, Accuracy: 0.00
2024-04-25 17:33:34,950 - Episode: 987/1000, Total Reward: 2.7999999999999927, Accuracy: 0.00
2024-04-25 17:33:41,015 - Episode: 988/1000, Total Reward: 2.5999999999999934, Accuracy: 0.00
2024-04-25 17:33:46,999 - Episode: 989/1000, Total Reward: 1.099999999999997, Accuracy: 0.00
2024-04-25 17:33:53,084 - Episode: 990/1000, Total Reward: -1.4999999999999991, Accuracy: 0.00
2024-04-25 17:33:59,058 - Episode: 991/1000, Total Reward: -3.0, Accuracy: 0.00
2024-04-25 17:34:05,151 - Episode: 992/1000, Total Reward: -2.3, Accuracy: 0.00
2024-04-25 17:34:11,076 - Episode: 993/1000, Total Reward: -2.3, Accuracy: 0.00
2024-04-25 17:34:17,000 - Episode: 994/1000, Total Reward: -3.8000000000000007, Accuracy: 0.00
2024-04-25 17:34:23,011 - Episode: 995/1000, Total Reward: -4.2, Accuracy: 0.00
2024-04-25 17:34:28,976 - Episode: 996/1000, Total Reward: -3.0, Accuracy: 0.00
2024-04-25 17:34:35,057 - Episode: 997/1000, Total Reward: -2.3, Accuracy: 0.00
2024-04-25 17:34:41,199 - Episode: 998/1000, Total Reward: -2.3, Accuracy: 0.00
2024-04-25 17:34:47,223 - Episode: 999/1000, Total Reward: -1.8999999999999995, Accuracy: 0.00
2024-04-25 17:34:53,168 - Episode: 1000/1000, Total Reward: -1.299999999999999, Accuracy: 0.00
